GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0016020:membrane,"A4GALT, A4GNT, ABCA10, ABCA12, ABCA2, ABCA4, ABCA9, ABCB1, ABCB11, ABCB4, ABCB5, ABCB8, ABCB9, ABCC1, ABCC10, ABCC12, ABCC3, ABCC4, ABCC5, ABCC6, ABCC8, ABCC9, ABCD1, ABCD3, ABCD4, ABHD12, ABHD13, ABHD6, ACBD5, ACE2, ACER3, ACHE, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, ADA, ADAM10, ADAM17, ADAM18, ADAM22, ADAM30, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADIG, ADIPOR1, ADORA2A, ADRB2, AGPAT1, AGPAT3, AGTR1, AKAP1, ALG1, ALG12, ALG5, ALOX5AP, ALPL, AMFR, AMIGO2, AMIGO3, AMN, ANKH, ANO10, ANO6, ANXA13, AOC3, AP2B1, AP3D1, APH1A, APH1B, APLP2, APMAP, APOE, APOL1, APOL2, APP, AQP2, AQP3, ARL6IP1, ARL6IP5, ASTN1, ASTN2, ATF6, ATG9A, ATIC, ATL2, ATL3, ATP10A, ATP10B, ATP10D, ATP11A, ATP11B, ATP13A1, ATP13A2, ATP13A3, ATP1A1, ATP1A2, ATP1B1, ATP1B2, ATP2A1, ATP2A2, ATP2A3, ATP2B1, ATP2B4, ATP2C1, ATP6AP1, ATP6AP2, ATP6V0A1, ATP6V0B, ATP6V0C, ATP6V0E2, ATP7A, ATP7B, ATP8A1, ATP8B3, AUP1, AVPR2, B2M, B3GALT1, B3GALT6, B3GAT3, B4GALNT1, B4GALNT2, B4GALT1, B4GALT7, BACE1, BACE2, BAX, BCAP29, BCAP31, BCL2, BCL2L10, BCL2L13, BCR, BEST1, BET1, BET1L, BFAR, BMPR1A, BNIP3L, BPI, BRICD5, BRS3, BSG, BST2, BTN3A2, BTN3A3, BVES, C19orf18, C1orf43, C2CD2, C8A, C8B, CA12, CA14, CA4, CA9, CACNA1A, CACNA1C, CACNA1F, CACNA1H, CACNB3, CADM4, CALHM2, CALR, CALY, CAMK2D, CAMK2G, CANT1, CANX, CAV1, CCDC126, CCDC47, CCKAR, CCR2, CD101, CD151, CD1B, CD200, CD209, CD22, CD276, CD300A, CD302, CD320, CD36, CD37, CD38, CD40LG, CD48, CD52, CD58, CD59, CD68, CD7, CD74, CD81, CD9, CDC5L, CDH1, CDH23, CDH5, CDIPT, CDK5R1, CDKAL1, CDS1, CDS2, CELSR1, CELSR2, CELSR3, CEND1, CEP290, CEP55, CEPT1, CERS2, CERS6, CFI, CFTR, CHL1, CHRM1, CHRM2, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CHST1, CHST10, CHST11, CHST12, CHST15, CHST7, CISD2, CKAP4, CKLF, CLCC1, CLCN3, CLCN5, CLCN6, CLCN7, CLDN1, CLDN3, CLDN5, CLEC2D, CLEC4E, CLEC4M, CLEC7A, CLIC4, CLN3, CLN6, CLN8, CLPTM1, CLPTM1L, CLRN3, CMKLR1, CMTM1, CMTM2, CMTM3, CMTM4, CMTM5, CMTM6, CMTM7, CMTM8, CNOT1, CNST, CNTN1, CNTNAP1, CNTNAP2, CNTNAP3, COL15A1, COL25A1, COL6A1, COLEC12, COMT, COX4I1, CPD, CPT1A, CR2, CREB3L1, CREB3L3, CRELD1, CRHR1, CRIM1, CSF1, CSPG5, CTNNB1, CTSC, CUBN, CWH43, CX3CL1, CXCL16, CXCR2, CYB561, CYB5A, CYB5B, CYBA, CYBRD1, CYP19A1, CYP51A1, CYSLTR1, DAAM1, DAD1, DAG1, DCAKD, DCBLD1, DCHS1, DCSTAMP, DCT, DCTN1, DDOST, DEGS1, DENND5B, DERL1, DERL2, DGAT1, DGAT2, DGKA, DGKE, DHCR24, DHCR7, DHRS13, DHRS7, DHRS7B, DIO2, DISP2, DLK1, DLL3, DNAJB11, DNAJB12, DNAJC1, DNAJC10, DNAJC14, DNAJC5, DPAGT1, DPEP2, DPM3, DPP10, DPP4, DPP6, DPY19L1, DRD4, DSC3, DSCAM, DUOXA1, DUOXA2, DYM, ECE1, EDA, EDAR, EGFL6, EGFR, EI24, EIF2AK3, ELOVL1, ELOVL5, EMC10, EMC3, EMC7, EMD, EMP1, EMP2, ENDOD1, ENPP1, ENPP4, ENTPD1, ENTPD4, ENTPD6, EPHX3, ERAP1, ERAP2, ERBB2, ERGIC2, ERGIC3, ERMP1, ERP29, ESR1, ESYT1, ESYT2, ETNK1, EVA1C, EXT2, EZR, F11, F3, FA2H, FADS1, FADS2, FADS3, FAIM2, FAM151A, FAM210B, FAP, FCRL2, FGFR1, FGFR2, FIBCD1, FIS1, FKBP11, FKBP8, FLNA, FLNB, FLT3LG, FLVCR1, FLVCR2, FNDC3A, FOLH1, FOLR1, FPR1, FPR2, FPR3, FREM1, FREM3, FRMD3, FRRS1, FRZB, FSHR, FURIN, FUT1, FUT4, FUT8, FXYD5, FZD7, FZD8, G6PC2, G6PC3, G6PD, GAA, GAL3ST1, GAL3ST4, GALNT1, GALNT3, GALR1, GALR2, GALR3, GANAB, GAPDH, GBA2, GCGR, GCNT1, GCNT2, GDAP1, GDE1, GDI2, GDPD1, GGCX, GHR, GHRHR, GIPR, GLG1, GLIPR1, GLP1R, GLP2R, GLRA1, GLT8D1, GLT8D2, GNA13, GNAI2, GNAS, GNAT1, GNG2, GNRHR, GOLGB1, GOLIM4, GOLT1A, GOLT1B, GOSR1, GOSR2, GP1BA, GPAA1, GPC5, GPI, GPNMB, GPR107, GPR108, GPR137B, GPR143, GPR171, GPR18, GPR182, GPR37L1, GRHL2, GRIN3A, GRINA, GRM7, GUSB, GYPA, GYPC, HAS3, HCFC1, HERPUD1, HGF, HIGD1B, HLA-A, HLA-B, HLA-C, HLA-DMA, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-F, HLA-G, HM13, HMOX1, HMOX2, HNRNPM, HNRNPU, HPN, HRK, HSD11B1, HSD3B2, HSP90AB1, HSPA5, HSPD1, HTR4, HTRA2, HUWE1, HVCN1, ICAM1, ICAM2, ICAM4, ICMT, ICOSLG, IER3IP1, IFITM1, IFNGR1, IFNLR1, IGF1R, IGF2R, IGLL1, IGSF1, IGSF3, IL10RB, IL17RB, IL1R1, IL1RAP, IL21R, IL2RB, IL2RG, IL31RA, IL5RA, IL6ST, ILDR2, ILK, ILVBL, IMPG2, INSR, IRF4, ITGA1, ITGA11, ITGA4, ITGAL, ITGAV, ITGAX, ITGB1, ITGB2, ITGB7, ITM2B, ITPR1, ITPR2, ITPR3, ITPRIP, ITPRIPL1, IZUMO1, JAG1, JAKMIP1, JPH3, JTB, KCNA1, KCNA10, KCNA2, KCNA3, KCNA4, KCNA5, KCNA6, KCNA7, KCNB2, KCNC2, KCNF1, KCNG1, KCNG2, KCNG3, KCNG4, KCNH3, KCNJ12, KCNJ2, KCNK1, KCNMA1, KCNN2, KCNQ1, KCNQ2, KCNS1, KCNS2, KCNS3, KCNU1, KCNV1, KCNV2, KDELR2, KDSR, KEL, KIAA0319L, KIDINS220, KIF2C, KIR2DL3, KIR2DL4, KIRREL2, KIRREL3, KISS1R, KLRF1, KLRG1, KLRK1, KREMEN1, KTN1, LAMP1, LAMP2, LAT, LAX1, LAYN, LBR, LDLR, LDLRAD4, LEMD3, LEPROTL1, LHFPL2, LILRB2, LINGO2, LMAN1, LMBR1, LMBRD1, LMBRD2, LMTK2, LNPEP, LOXL2, LPCAT1, LPCAT3, LPCAT4, LPGAT1, LRBA, LRP1, LRP10, LRP12, LRP3, LRP8, LRRC25, LRRC4C, LRRC8A, LRRC8C, LRRC8D, LRRN1, LRRN2, LRRN3, LST1, LTB4R2, LTC4S, LTK, LY6D, LYVE1, M6PR, MACF1, MADD, MAGT1, MAL, MAL2, MALL, MAMDC2, MAMDC4, MAN1A1, MAN1A2, MAN1B1, MAN2A1, MANSC1, MARVELD1, MARVELD3, MAS1L, MBOAT1, MBOAT2, MBOAT7, MBTPS2, MC4R, MCL1, MCOLN1, MCOLN2, MCTP1, MCTP2, MEGF8, MEGF9, MET, MFGE8, MFN1, MFSD10, MFSD11, MFSD2A, MFSD5, MFSD6, MGAT1, MGAT5, MGST1, MGST2, MLC1, MLEC, MMD, MME, MMEL1, MMP25, MOSPD2, MOSPD3, MPDU1, MPHOSPH9, MPP1, MRC2, MRGPRX2, MROH7, MSLN, MSMO1, MSR1, MTA2, MTCH2, MTX1, MUC4, MUL1, MYH9, MYO1C, NAALAD2, NAALADL1, NAALADL2, NAGPA, NAT14, NAT8, NBEA, NCAM1, NCAM2, NCEH1, NCKAP1L, NCLN, NCSTN, NDC1, NDST2, NEU1, NF1, NF2, NFAM1, NFXL1, NGFR, NIPA1, NIPA2, NIPAL1, NIPAL4, NISCH, NLGN1, NLGN2, NLGN3, NLGN4X, NLGN4Y, NMUR1, NNT, NONO, NOTCH2, NOX4, NPBWR1, NPBWR2, NPC1, NPEPPS, NPNT, NPTXR, NPY4R, NR0B1, NR3C1, NRG1, NRM, NRP2, NSG1, NSG2, NT5E, NUF2, NUP210, OLR1, OPN3, OPN4, OPRK1, OR10J1, OR12D2, OR12D3, OR1C1, OR1Q1, OR2A4, OR2M4, OR2S2, OR4E2, OR5AC2, OR6A2, OR6C3, OR7A5, OR8B8, OR8G1, ORAI1, ORAI2, OSBPL5, OSBPL8, OTOF, OTOP2, OTOP3, OXGR1, P2RX4, P2RX7, P2RY12, P2RY14, PAM, PANX1, PARP16, PBXIP1, PCDHB11, PCDHB13, PCDHB2, PCDHB3, PCDHB4, PCDHB5, PCDHB6, PCDHB9, PCDHGB4, PCDHGC3, PCSK6, PDE3A, PDE3B, PDE4A, PDGFRA, PDGFRB, PDLIM5, PDPN, PDZD8, PDZK1IP1, PEAR1, PEX11B, PEX13, PEX2, PGAP2, PGRMC1, PGRMC2, PHTF2, PIGA, PIGB, PIGG, PIGK, PIGO, PIGS, PIGT, PIGV, PIK3AP1, PIK3C2G, PKD1, PKD1L1, PKD2, PKD2L1, PKD2L2, PKHD1L1, PLA2G15, PLAUR, PLEKHA5, PLLP, PLN, PLP2, PLSCR1, PLXNC1, PMEPA1, PNKD, PNPLA2, PNPLA6, POMGNT1, POMT1, POPDC2, POPDC3, PORCN, POTEE, PPP1R3A, PPP1R3F, PPP2CA, PREB, PRF1, PRPH2, PRRG3, PRRG4, PRRT1, PRRT2, PSEN1, PSEN2, PSENEN, PTAFR, PTDSS1, PTDSS2, PTGDR, PTGER3, PTGER4, PTGES, PTGFRN, PTPN5, PTPRA, PTPRC, PTPRK, PTPRO, PTPRT, PVR, QPCTL, QRFPR, RABAC1, RAPGEF4, RARG, RC3H2, RCE1, RDH10, RDH14, RECK, REEP1, RETSAT, RGS6, RGS9BP, RHAG, RHBDL1, RHEB, RHO, RHOT1, RHOT2, RNASEK, RNF112, RNF122, RNF128, RNF130, RNF139, RNF148, RNF150, RNF182, RNF19A, RNF217, ROBO3, ROBO4, ROS1, RPL7A, RPLP0, RPN1, RPN2, RPRM, RRBP1, RTP3, RYK, RYR2, RYR3, SAMD8, SC5D, SCAMP1, SCAMP2, SCAMP5, SCAP, SCARB2, SCARF1, SCCPDH, SCD, SCIMP, SCN2A, SCN3B, SCN5A, SCN8A, SCNN1D, SDC3, SDHC, SEC22C, SEC61A1, SEC61B, SEC61G, SEC62, SEC63, SECTM1, SELPLG, SEMA4F, SEMA5A, SEMA6A, SEMA7A, SERINC1, SERINC2, SERINC3, SERPINA5, SERPINA9, SERTM1, SFT2D1, SFT2D2, SFT2D3, SGMS1, SIGIRR, SIGLEC1, SIGLEC6, SIGLEC8, SIGMAR1, SIRPA, SIRPG, SLAMF8, SLC11A2, SLC12A1, SLC12A2, SLC12A3, SLC12A4, SLC12A5, SLC12A6, SLC12A9, SLC13A2, SLC14A2, SLC15A1, SLC15A2, SLC15A4, SLC16A1, SLC16A3, SLC16A4, SLC16A5, SLC16A6, SLC16A8, SLC17A1, SLC17A2, SLC17A4, SLC17A5, SLC17A7, SLC18A2, SLC19A2, SLC19A3, SLC1A1, SLC1A2, SLC1A3, SLC1A4, SLC1A5, SLC1A6, SLC20A2, SLC22A1, SLC22A12, SLC22A16, SLC22A18, SLC22A2, SLC22A3, SLC22A7, SLC23A2, SLC24A1, SLC24A4, SLC25A31, SLC25A4, SLC25A6, SLC26A1, SLC26A11, SLC26A2, SLC26A3, SLC26A4, SLC26A6, SLC27A3, SLC28A2, SLC29A1, SLC2A1, SLC2A10, SLC2A12, SLC2A13, SLC2A3, SLC2A6, SLC2A8, SLC2A9, SLC30A1, SLC30A10, SLC30A5, SLC33A1, SLC34A2, SLC35A1, SLC35E1, SLC35E3, SLC35E4, SLC35F2, SLC35F6, SLC37A1, SLC37A4, SLC38A1, SLC38A10, SLC38A11, SLC38A7, SLC39A1, SLC39A13, SLC39A14, SLC39A7, SLC3A1, SLC3A2, SLC40A1, SLC44A1, SLC44A2, SLC44A3, SLC44A5, SLC45A2, SLC45A3, SLC46A2, SLC47A1, SLC47A2, SLC4A1, SLC4A10, SLC4A2, SLC4A3, SLC4A4, SLC4A5, SLC4A7, SLC4A8, SLC51A, SLC5A2, SLC5A3, SLC5A5, SLC5A6, SLC5A7, SLC6A1, SLC6A11, SLC6A12, SLC6A14, SLC6A15, SLC6A17, SLC6A2, SLC6A3, SLC6A5, SLC6A6, SLC6A7, SLC6A8, SLC6A9, SLC7A1, SLC7A10, SLC7A11, SLC7A4, SLC7A5, SLC8B1, SLC9A1, SLC9A2, SLC9A7, SLCO1B1, SLCO2A1, SLIT2, SLN, SMAD1, SMCO4, SNCA, SNN, SNPH, SOAT1, SORCS1, SORCS2, SORCS3, SORL1, SORT1, SPAG8, SPATA9, SPINT1, SPINT2, SPN, SPNS2, SPPL2B, SPPL3, SPTBN5, SQLE, SRPRB, SRPX, SSR1, ST3GAL1, ST3GAL2, ST3GAL4, ST3GAL5, ST3GAL6, ST6GALNAC6, ST8SIA1, STEAP1, STEAP4, STOM, STS, STT3A, STT3B, STX1B, STX4, SUCO, SUSD4, SV2B, SVEP1, SYNE1, SYNE3, SYNGR2, SYNGR3, SYPL1, SYT6, SYTL2, TACSTD2, TAP1, TAP2, TAPT1, TAS1R1, TAS1R2, TAS2R1, TAS2R10, TAS2R13, TAS2R3, TAS2R38, TAS2R5, TAS2R50, TAS2R7, TAS2R8, TAS2R9, TENM3, TEX261, TFCP2L1, TFRC, TGFBR2, TLR1, TLR10, TLR3, TM4SF1, TM4SF18, TM4SF20, TM4SF4, TM9SF4, TMBIM4, TMBIM6, TMED10, TMED2, TMEFF2, TMEM101, TMEM104, TMEM107, TMEM120A, TMEM121, TMEM123, TMEM127, TMEM131, TMEM132B, TMEM132C, TMEM132E, TMEM134, TMEM143, TMEM183A, TMEM187, TMEM196, TMEM207, TMEM216, TMEM222, TMEM241, TMEM256, TMEM258, TMEM30A, TMEM39B, TMEM51, TMEM52B, TMEM54, TMEM59L, TMEM64, TMEM68, TMEM71, TMEM80, TMEM86A, TMEM86B, TMEM87B, TMEM91, TMPRSS13, TMPRSS15, TMPRSS3, TMPRSS4, TMTC1, TMTC3, TMTC4, TNC, TNFRSF17, TNFRSF19, TNFRSF1A, TNFRSF1B, TNFSF13, TNFSF13B, TNFSF15, TNMD, TOMM22, TPRA1, TPTE, TRABD2A, TRAM1, TRAM2, TRDN, TREM2, TREML1, TRHDE, TRPC6, TRPM4, TRPM5, TRPV1, TRPV4, TSPAN1, TSPAN12, TSPAN13, TSPAN16, TSPAN18, TSPAN2, TSPAN3, TSPAN31, TSPAN6, TSPAN8, TSPO, TSPO2, TTK, TTYH1, TYROBP, UBIAD1, UGCG, UGT2B17, UMOD, UPK1A, UPK1B, UPK3B, UST, VAMP2, VAMP3, VAMP8, VCAN, VLDLR, VMP1, VNN1, VSIG4, VSTM4, XK, XPNPEP2, YME1L1, ZBED3, ZDHHC13, ZDHHC20, ZDHHC24, ZDHHC3, ZFPL1, ZMPSTE24, ZNF219",-0.843253429,-0.681563497,-0.609055526,0.09977178,0.076998844,0.197426766,0.149953455,0.107372347,0.339830208
GO:0016024:CDP-diacylglycerol biosynthetic process,"AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, CDS1, CDS2, GPAT2",-0.652660791,-0.505585115,-0.108006169,0.07243071,0.024343637,0.010291849,0.122902977,0.042849199,0.045485044
GO:0016031:tRNA import into mitochondrion,TOMM20,0.923559197,0.351944685,0.826210816,1.10E-09,0.003123783,0.0003991,8.93E-09,0.007949205,0.003539354
GO:0016032:viral process,TP53,1.504798861,0.132087815,0.385764998,7.38E-18,0.417553366,0.173717558,1.62E-16,0.648347202,0.450658624
GO:0016036:cellular response to phosphate starvation,"COMT, SLC34A1",-5.519022463,-5.613555625,-5.912844751,2.66E-06,4.91E-05,0.047432756,1.29E-05,0.000153044,0.154643933
GO:0016038:absorption of visible light,RHO,-0.504555361,0.01256833,-2.309489353,0.303266905,0.938706646,0.077414712,0.534478452,1,0.245307125
GO:0016042:lipid catabolic process,"ADORA1, BSCL2, LIPI, NCEH1, PAFAH1B2",0.263940205,0.129496154,0.381656127,0.002655357,0.16378137,0.038490266,0.006919736,0.166667125,0.127969754
GO:0016043:cellular component organization,TENM2,-0.227235021,-0.165453732,0.839112493,0.579356847,0.559672301,0.181190367,0.891927748,0.82538375,0.465821442
GO:0016045:detection of bacterium,"CD1D, HLA-A, HLA-B, HLA-DRB1, NOD1",-1.246190939,-0.62646763,-0.753996335,0.003290384,0.118387576,0.340523628,0.009152523,0.177656401,0.563441422
GO:0016046:detection of fungus,"CLEC7A, TLR4",-1.604788458,-0.599570252,-0.266539051,0.000313321,0.183906545,0.326473199,0.001079894,0.293998503,0.564351646
GO:0016048:detection of temperature stimulus,"ANO3, DRGX, NGFR",1.259052408,1.063044229,0.75124126,0.341263632,5.03E-09,0.152911842,0.533412658,2.30E-08,0.364508052
GO:0016050:vesicle organization,"CAV1, CAV2, SORT1",-1.779408665,-1.787783756,-1.636076047,1.09E-05,1.77E-05,0.44271784,4.79E-05,5.83E-05,0.500010268
GO:0016051:carbohydrate biosynthetic process,"CHST10, CHST11, CHST12",0.504778079,0.531169004,0.721296957,0.118359547,0.164117369,0.038303649,0.223561241,0.248203478,0.118585676
GO:0016055:Wnt signaling pathway,"AMFR, APCDD1, BARX1, CELSR2, CYLD, DDIT3, DLX3, DRD2, ETV2, FERMT2, FZD2, FZD4, GPC4, GSC, HBP1, HHEX, HIC1, HMGXB4, KREMEN1, KREMEN2, LGR4, LGR6, LMBR1L, LRP4, LRP6, LRRFIP2, MACF1, MITF, PKD1, PKD2, PORCN, RNF43, ROR1, ROR2, SOX17, TMEM170B, TMEM198, TMEM88, TRABD2A, VAX2, WIF1, WLS, WNT5A, ZBED3, ZBTB33, ZNRF3",-0.742436509,-0.981490747,-0.463239242,0.05186726,0.096037245,0.158931532,0.083596263,0.129565926,0.278812099
GO:0016056:rhodopsin mediated signaling pathway,"GNAT1, RHO",0.489540884,0.416504831,-0.107787058,0.154301323,0.517866822,0.055889415,0.274918579,0.591807253,0.187910288
GO:0016064:immunoglobulin mediated immune response,"CD19, CD27, CD74, CSF2RB, FCER1A, FCER1G, FCGR2B, IGLL1, IL13RA2, IL21R, IL2RB, IL4R, IL9R, IRF7, MPL, TCIRG1, TLR8",-1.284945895,-0.592042737,-0.897783827,0.099414839,0.080167487,0.225713442,0.166483944,0.1342914,0.382891801
GO:0016068:type I hypersensitivity,FCER1A,-4.401664886,-2.421225746,-2.78397858,1.96E-22,1.36E-11,0.000253456,7.40E-21,8.00E-11,0.002418066
GO:0016071:mRNA metabolic process,CEBPG,0.204221806,-0.006053545,0.185088429,0.159987362,0.942270615,0.496303182,0.313416466,1,0.917226023
GO:0016079:synaptic vesicle exocytosis,"BRAF, DNAJC5, OTOF, P2RX7, SNCA, STX1A, SYT10, VAMP2",-0.421134996,0.555943401,0.84408982,0.274311311,0.119427663,0.253560187,0.376194292,0.170731092,0.460778891
GO:0016080:synaptic vesicle targeting,"NLGN1, PSEN1",-0.563639886,-0.836069285,0.722808943,0.071413798,0.424517563,0.062675327,0.146636494,0.500000308,0.176818879
GO:0016081:synaptic vesicle docking,"PPFIA3, SNPH, STX1B",0.650382857,0.93050045,0.720739094,0.460959222,0.198947252,0.400769677,0.603519628,0.295441252,0.573105279
GO:0016082:synaptic vesicle priming,"SNAP23, SNCA, SV2A",-0.84015279,-0.06351253,0.029928881,0.018386781,0.248719212,0.21013968,0.041576336,0.333333485,0.365596547
GO:0016095:polyprenol catabolic process,SRD5A3,0.529335175,-0.101559945,0.393556728,0.000470709,0.372431401,0.105683279,0.001658843,0.594051837,0.311770332
GO:0016098:monoterpenoid metabolic process,"CYP1A2, CYP2D6, CYP2E1, CYP3A4",-2.097410029,-5.367007731,-6.425389265,0.079750018,9.07E-07,0.008090812,0.15061344,3.31E-06,0.038633538
GO:0016101:diterpenoid metabolic process,"EGFR, SRD5A1",-0.830576579,-0.743206715,-0.283033487,2.97E-11,4.81E-14,2.43E-06,2.83E-10,3.32E-13,4.68E-05
GO:0016125:sterol metabolic process,"CYP19A1, CYP26A1, CYP4V2, CYP51A1, CYP7B1",-1.496415031,-1.328173191,-0.830390465,0.100249921,0.26681077,0.387735084,0.176916565,0.391110798,0.593934844
GO:0016126:sterol biosynthetic process,"CH25H, FAXDC2, HMGCR, MSMO1, SQLE",-0.439090241,-0.176884976,-0.291951147,0.006986786,0.001423426,0.04833808,0.016021919,0.00338707,0.16289141
GO:0016132:brassinosteroid biosynthetic process,DHCR7,0.194049328,0.030681576,-0.106903911,0.366885204,0.896335606,0.831625452,0.620595149,1,1
GO:0016139:glycoside catabolic process,GBA2,-0.380178943,-0.189189242,-0.560591628,0.001279875,0.011599035,0.013133625,0.004168564,0.02685735,0.060996058
GO:0016160:amylase activity,MGAM,-2.698932254,-2.57340338,-1.880815039,9.19E-08,3.12E-14,0.080926483,5.77E-07,2.24E-13,0.253721712
GO:0016167:glial cell-derived neurotrophic factor receptor activity,"GFRA1, GFRA2, GFRA3, GFRAL",1.600741385,1.971459876,2.125779398,0.006922215,0.000364077,0.081171114,0.016489726,0.00096067,0.201559794
GO:0016174:NAD(P)H oxidase H2O2-forming activity,"DUOX1, DUOX2, KMO, NOX4",-2.198429621,-1.881526902,-2.712636946,0.000625693,0.000101808,0.021234879,0.002000751,0.000291559,0.073299086
GO:0016175:superoxide-generating NAD(P)H oxidase activity,"CYBA, CYBB, DUOX1, DUOX2, NOX1, NOX3, NOX4, NOX5",-1.791333475,-1.505738311,-2.148082598,0.003351739,0.030969495,0.057179236,0.008520477,0.056263022,0.145990363
GO:0016182:synaptic vesicle budding from endosome,AP3D1,0.491701286,0.521924548,0.339843792,9.32E-07,1.05E-12,0.041386667,5.04E-06,6.73E-12,0.150232379
GO:0016183:synaptic vesicle coating,AP3D1,0.491701286,0.521924548,0.339843792,9.32E-07,1.05E-12,0.041386667,5.04E-06,6.73E-12,0.150232379
GO:0016188:synaptic vesicle maturation,"DLG4, ZDHHC15, ZDHHC20",0.124676365,0.249052254,0.504407585,0.138678112,0.000750188,0.218297544,0.229549644,0.001952687,0.457096818
GO:0016189:synaptic vesicle to endosome fusion,"STX6, VAMP4, VTI1A",-0.07178523,-0.089888295,0.055012622,0.159598512,0.053557276,0.320717884,0.260947345,0.104024806,0.615496699
GO:0016192:vesicle-mediated transport,"ACKR4, ADAMTS9, AP2B1, AP3D1, BVES, CACFD1, CD163, CD320, CYTH1, DMBT1, ENPP1, ENPP2, GDI2, ILDR1, INTU, JAGN1, MLC1, OLR1, RAB14, SCARA3, SFT2D1, SFT2D2, SFT2D3, SPAG9, SYTL2, VAMP2, VAMP3, VPS13B, VTI1B, ZFPL1",-0.853431562,-0.858474846,-0.681310395,0.11230467,0.032114256,0.21310691,0.159632448,0.057563809,0.382077728
GO:0016197:endosomal transport,"ABCA1, ARHGAP1, CALY, CORO1C, DCLK1, ITSN1, NSG1, NSG2, RAB13, SNX9, TINAGL1, TMCC1",-0.115915804,0.115829737,0.226941013,0.161144399,0.031717208,0.112610131,0.22767615,0.056660293,0.234246736
GO:0016198:axon choice point recognition,EFNB3,2.340576611,3.528230512,3.30741251,4.82E-12,4.88E-37,1.32E-10,5.27E-11,1.46E-35,7.51E-09
GO:0016199:axon midline choice point recognition,"APP, FOXG1, ROBO1, ROBO2, ROBO3",-1.331515211,-0.906165206,-0.024885101,0.102496941,0.084508432,0.514670532,0.196779743,0.131304259,0.756641231
GO:0016202:regulation of striated muscle tissue development,"SMAD3, TGFB1",-0.504553487,-1.053292248,-0.981283348,0.249529676,0.106755578,0.091367702,0.396405977,0.184302572,0.234453713
GO:0016203:muscle attachment,DAG1,-1.160926983,-0.924135373,-0.147602152,3.23E-15,2.22E-09,0.645715469,5.17E-14,1.09E-08,1
GO:0016206:catechol O-methyltransferase activity,COMT,-0.58387659,-0.43719472,-0.370591215,5.32E-06,9.81E-05,0.086636387,2.57E-05,0.000306088,0.267269827
GO:0016209:antioxidant activity,"APOE, S100A9, UBIAD1",-1.621157316,-1.085699364,-0.126701991,0.000104834,0.033483793,0.622440898,0.000381351,0.063227679,0.941560994
GO:0016213:linoleoyl-CoA desaturase activity,"FADS1, FADS2",0.677258843,0.611103995,0.691014979,0.02278527,0.000976323,0.142662404,0.053168729,0.00263795,0.373367201
GO:0016222:procollagen-proline 4-dioxygenase complex,P4HB,-0.450582286,-0.553179872,-0.296479278,0.034689196,1.36E-05,0.497421721,0.082606231,4.66E-05,0.918510847
GO:0016229:steroid dehydrogenase activity,RDH14,-0.507459194,-0.92159858,-0.626358931,0.003924605,2.78E-28,0.008030715,0.011592362,5.05E-27,0.041239024
GO:0016230:sphingomyelin phosphodiesterase activator activity,STX4,-0.958500585,-0.517416056,-0.568231398,1.33E-13,7.51E-06,0.002392171,1.77E-12,2.65E-05,0.01547779
GO:0016232:HNK-1 sulfotransferase activity,CHST10,1.043791659,1.080127118,1.031000879,1.04E-09,1.04E-20,0.000547139,8.46E-09,1.17E-19,0.004581233
GO:0016234:inclusion body,SNCA,-1.494569437,-0.076385333,0.29099262,9.07E-05,0.746157527,0.606971796,0.000360804,1,1
GO:0016235:aggresome,"EDEM1, HOXC9, HOXD3, KLF8, PSEN1, SLC2A14, SLC2A3, ZBTB14",-0.078211444,-0.048127725,-0.144472797,0.036507593,0.10944176,0.083257765,0.074101713,0.132588909,0.174957738
GO:0016236:macroautophagy,"EI24, HMOX1, NPC1, SRC, TCIRG1, TMEM74, VTI1A, VTI1B",-0.111381742,-0.158483292,0.077997799,0.095495079,0.014521182,0.388570849,0.167499188,0.029166087,0.670264458
GO:0016237:microautophagy,ZNF418,0.447795016,-0.200203214,-0.224913005,0.024749495,0.18728737,0.38261864,0.061221164,0.328787487,0.798913908
GO:0016239:positive regulation of macroautophagy,"BNIP3, BNIP3L, HMOX1, KDR, PAFAH1B2, TRIM13",0.074006298,0.058137324,0.198053503,0.00329961,0.157017751,0.170209058,0.009048298,0.174258121,0.287195513
GO:0016240:autophagosome membrane docking,"ATP2A2, STX17, VAMP8, VMP1",-1.612897017,-1.257421903,-1.245119554,0.004358624,0.137538824,0.095880102,0.011193243,0.203592358,0.210720818
